# U  arc  E1  E2  E3  E4
3.0000  4.593589  0.75757442  0.75757442  2.24242558  2.24242558
3.0000  4.611189  0.75169404  0.75169404  2.24830596  2.24830596
3.0000  4.628789  0.74568034  0.74568034  2.25431966  2.25431966
3.0000  4.646389  0.73954231  0.73954231  2.26045769  2.26045769
3.0000  4.663989  0.73328871  0.73328871  2.26671129  2.26671129
3.0000  4.681589  0.72692812  0.72692812  2.27307188  2.27307188
3.0000  4.699189  0.72046888  0.72046888  2.27953112  2.27953112
3.0000  4.716789  0.71391911  0.71391911  2.28608089  2.28608089
3.0000  4.734389  0.70728671  0.70728671  2.29271329  2.29271329
3.0000  4.751989  0.70057937  0.70057937  2.29942063  2.29942063
3.0000  4.769589  0.69380454  0.69380454  2.30619546  2.30619546
3.0000  4.787189  0.68696944  0.68696944  2.31303056  2.31303056
3.0000  4.804789  0.68008108  0.68008108  2.31991892  2.31991892
3.0000  4.822389  0.67314624  0.67314624  2.32685376  2.32685376
3.0000  4.839989  0.66617150  0.66617150  2.33382850  2.33382850
3.0000  4.857589  0.65916321  0.65916321  2.34083679  2.34083679
3.0000  4.875189  0.65212751  0.65212751  2.34787249  2.34787249
3.0000  4.892789  0.64507034  0.64507034  2.35492966  2.35492966
3.0000  4.910389  0.63799745  0.63799745  2.36200255  2.36200255
3.0000  4.927988  0.63091438  0.63091438  2.36908562  2.36908562
3.0000  4.945588  0.62382649  0.62382649  2.37617351  2.37617351
3.0000  4.963188  0.61673894  0.61673894  2.38326106  2.38326106
3.0000  4.980788  0.60965673  0.60965673  2.39034327  2.39034327
3.0000  4.998388  0.60258468  0.60258468  2.39741532  2.39741532
3.0000  5.015988  0.59552744  0.59552744  2.40447256  2.40447256
3.0000  5.033588  0.58848949  0.58848949  2.41151051  2.41151051
3.0000  5.051188  0.58147518  0.58147518  2.41852482  2.41852482
3.0000  5.068788  0.57448867  0.57448867  2.42551133  2.42551133
3.0000  5.086388  0.56753400  0.56753400  2.43246600  2.43246600
3.0000  5.103988  0.56061506  0.56061506  2.43938494  2.43938494
3.0000  5.121588  0.55373561  0.55373561  2.44626439  2.44626439
3.0000  5.139188  0.54689926  0.54689926  2.45310074  2.45310074
3.0000  5.156788  0.54010952  0.54010952  2.45989048  2.45989048
3.0000  5.174388  0.53336975  0.53336975  2.46663025  2.46663025
3.0000  5.191988  0.52668321  0.52668321  2.47331679  2.47331679
3.0000  5.209588  0.52005305  0.52005305  2.47994695  2.47994695
3.0000  5.227188  0.51348229  0.51348229  2.48651771  2.48651771
3.0000  5.244788  0.50697386  0.50697386  2.49302614  2.49302614
3.0000  5.262388  0.50053058  0.50053058  2.49946942  2.49946942
3.0000  5.279988  0.49415519  0.49415519  2.50584481  2.50584481
3.0000  5.297588  0.48785030  0.48785030  2.51214970  2.51214970
3.0000  5.315188  0.48161847  0.48161847  2.51838153  2.51838153
3.0000  5.332788  0.47546214  0.47546214  2.52453786  2.52453786
3.0000  5.350387  0.46938368  0.46938368  2.53061632  2.53061632
3.0000  5.367987  0.46338538  0.46338538  2.53661462  2.53661462
3.0000  5.385587  0.45746944  0.45746944  2.54253056  2.54253056
3.0000  5.403187  0.45163800  0.45163800  2.54836200  2.54836200
3.0000  5.420787  0.44589311  0.44589311  2.55410689  2.55410689
3.0000  5.438387  0.44023675  0.44023675  2.55976325  2.55976325
3.0000  5.455987  0.43467085  0.43467085  2.56532915  2.56532915
3.0000  5.473587  0.42919725  0.42919725  2.57080275  2.57080275
3.0000  5.491187  0.42381774  0.42381774  2.57618226  2.57618226
3.0000  5.508787  0.41853404  0.41853404  2.58146596  2.58146596
3.0000  5.526387  0.41334782  0.41334782  2.58665218  2.58665218
3.0000  5.543987  0.40826068  0.40826068  2.59173932  2.59173932
3.0000  5.561587  0.40327417  0.40327417  2.59672583  2.59672583
3.0000  5.579187  0.39838978  0.39838978  2.60161022  2.60161022
3.0000  5.596787  0.39360895  0.39360895  2.60639105  2.60639105
3.0000  5.614387  0.38893308  0.38893308  2.61106692  2.61106692
3.0000  5.631987  0.38436349  0.38436349  2.61563651  2.61563651
3.0000  5.649587  0.37990148  0.37990148  2.62009852  2.62009852
3.0000  5.667187  0.37554828  0.37554828  2.62445172  2.62445172
3.0000  5.684787  0.37130510  0.37130510  2.62869490  2.62869490
3.0000  5.702387  0.36717309  0.36717309  2.63282691  2.63282691
3.0000  5.719987  0.36315334  0.36315334  2.63684666  2.63684666
3.0000  5.737587  0.35924693  0.35924693  2.64075307  2.64075307
3.0000  5.755187  0.35545486  0.35545486  2.64454514  2.64454514
3.0000  5.772787  0.35177813  0.35177813  2.64822187  2.64822187
3.0000  5.790386  0.34821768  0.34821768  2.65178232  2.65178232
3.0000  5.807986  0.34477440  0.34477440  2.65522560  2.65522560
3.0000  5.825586  0.34144916  0.34144916  2.65855084  2.65855084
3.0000  5.843186  0.33824278  0.33824278  2.66175722  2.66175722
3.0000  5.860786  0.33515605  0.33515605  2.66484395  2.66484395
3.0000  5.878386  0.33218973  0.33218973  2.66781027  2.66781027
3.0000  5.895986  0.32934453  0.32934453  2.67065547  2.67065547
3.0000  5.913586  0.32662113  0.32662113  2.67337887  2.67337887
3.0000  5.931186  0.32402019  0.32402019  2.67597981  2.67597981
3.0000  5.948786  0.32154231  0.32154231  2.67845769  2.67845769
3.0000  5.966386  0.31918808  0.31918808  2.68081192  2.68081192
3.0000  5.983986  0.31695805  0.31695805  2.68304195  2.68304195
3.0000  6.001586  0.31485274  0.31485274  2.68514726  2.68514726
3.0000  6.019186  0.31287263  0.31287263  2.68712737  2.68712737
3.0000  6.036786  0.31101817  0.31101817  2.68898183  2.68898183
3.0000  6.054386  0.30928978  0.30928978  2.69071022  2.69071022
3.0000  6.071986  0.30768787  0.30768787  2.69231213  2.69231213
3.0000  6.089586  0.30621279  0.30621279  2.69378721  2.69378721
3.0000  6.107186  0.30486488  0.30486488  2.69513512  2.69513512
3.0000  6.124786  0.30364443  0.30364443  2.69635557  2.69635557
3.0000  6.142386  0.30255172  0.30255172  2.69744828  2.69744828
3.0000  6.159986  0.30158699  0.30158699  2.69841301  2.69841301
3.0000  6.177586  0.30075046  0.30075046  2.69924954  2.69924954
3.0000  6.195186  0.30004231  0.30004231  2.69995769  2.69995769
3.0000  6.212785  0.29946270  0.29946270  2.70053730  2.70053730
3.0000  6.230385  0.29901177  0.29901177  2.70098823  2.70098823
3.0000  6.247985  0.29868959  0.29868959  2.70131041  2.70131041
3.0000  6.265585  0.29849626  0.29849626  2.70150374  2.70150374
3.0000  6.283185  0.29843181  0.29843181  2.70156819  2.70156819
3.0000  6.313669  0.29785192  0.29785192  2.70214808  2.70214808
3.0000  6.344153  0.29611439  0.29611439  2.70388561  2.70388561
3.0000  6.374637  0.29322541  0.29322541  2.70677459  2.70677459
3.0000  6.405121  0.28919524  0.28919524  2.71080476  2.71080476
3.0000  6.435605  0.28403800  0.28403800  2.71596200  2.71596200
3.0000  6.466089  0.27777155  0.27777155  2.72222845  2.72222845
3.0000  6.496573  0.27041715  0.27041715  2.72958285  2.72958285
3.0000  6.527057  0.26199929  0.26199929  2.73800071  2.73800071
3.0000  6.557542  0.25254528  0.25254528  2.74745472  2.74745472
3.0000  6.588026  0.24208501  0.24208501  2.75791499  2.75791499
3.0000  6.618510  0.23065054  0.23065054  2.76934946  2.76934946
3.0000  6.648994  0.21827580  0.21827580  2.78172420  2.78172420
3.0000  6.679478  0.20499623  0.20499623  2.79500377  2.79500377
3.0000  6.709962  0.19084849  0.19084849  2.80915151  2.80915151
3.0000  6.740446  0.17587009  0.17587009  2.82412991  2.82412991
3.0000  6.770930  0.16009915  0.16009915  2.83990085  2.83990085
3.0000  6.801414  0.14357411  0.14357411  2.85642589  2.85642589
3.0000  6.831898  0.12633348  0.12633348  2.87366652  2.87366652
3.0000  6.862382  0.10841564  0.10841564  2.89158436  2.89158436
3.0000  6.892866  0.08985866  0.08985866  2.91014134  2.91014134
3.0000  6.923350  0.07070010  0.07070010  2.92929990  2.92929990
3.0000  6.953834  0.05097690  0.05097690  2.94902310  2.94902310
3.0000  6.984318  0.03072527  0.03072527  2.96927473  2.96927473
3.0000  7.014802  0.00998058  0.00998058  2.99001942  2.99001942
3.0000  7.045286  -0.01122272  -0.01122272  3.01122272  3.01122272
3.0000  7.075770  -0.03285113  -0.03285113  3.03285113  3.03285113
3.0000  7.106254  -0.05487216  -0.05487216  3.05487216  3.05487216
3.0000  7.136738  -0.07725433  -0.07725433  3.07725433  3.07725433
3.0000  7.167222  -0.09996722  -0.09996722  3.09996722  3.09996722
3.0000  7.197706  -0.12298146  -0.12298146  3.12298146  3.12298146
3.0000  7.228190  -0.14626871  -0.14626871  3.14626871  3.14626871
3.0000  7.258674  -0.16980165  -0.16980165  3.16980165  3.16980165
3.0000  7.289158  -0.19355400  -0.19355400  3.19355400  3.19355400
3.0000  7.319642  -0.21750043  -0.21750043  3.21750043  3.21750043
3.0000  7.350126  -0.24161661  -0.24161661  3.24161661  3.24161661
3.0000  7.380610  -0.26587911  -0.26587911  3.26587911  3.26587911
3.0000  7.411094  -0.29026542  -0.29026542  3.29026542  3.29026542
3.0000  7.441578  -0.31475390  -0.31475390  3.31475390  3.31475390
3.0000  7.472062  -0.33932374  -0.33932374  3.33932374  3.33932374
3.0000  7.502546  -0.36395495  -0.36395495  3.36395495  3.36395495
3.0000  7.533030  -0.38862828  -0.38862828  3.38862828  3.38862828
3.0000  7.563514  -0.41332526  -0.41332526  3.41332526  3.41332526
3.0000  7.593998  -0.43802809  -0.43802809  3.43802809  3.43802809
3.0000  7.624482  -0.46271966  -0.46271966  3.46271966  3.46271966
3.0000  7.654966  -0.48738351  -0.48738351  3.48738351  3.48738351
3.0000  7.685450  -0.51200377  -0.51200377  3.51200377  3.51200377
3.0000  7.715934  -0.53656519  -0.53656519  3.53656519  3.53656519
3.0000  7.746418  -0.56105305  -0.56105305  3.56105305  3.56105305
3.0000  7.776902  -0.58545319  -0.58545319  3.58545319  3.58545319
3.0000  7.807386  -0.60975192  -0.60975192  3.60975192  3.60975192
3.0000  7.837870  -0.63393608  -0.63393608  3.63393608  3.63393608
3.0000  7.868354  -0.65799294  -0.65799294  3.65799294  3.65799294
3.0000  7.898839  -0.68191023  -0.68191023  3.68191023  3.68191023
3.0000  7.929323  -0.70567608  -0.70567608  3.70567608  3.70567608
3.0000  7.959807  -0.72927903  -0.72927903  3.72927903  3.72927903
3.0000  7.990291  -0.75270803  -0.75270803  3.75270803  3.75270803
3.0000  8.020775  -0.77595236  -0.77595236  3.77595236  3.77595236
3.0000  8.051259  -0.79900166  -0.79900166  3.79900166  3.79900166
3.0000  8.081743  -0.82184593  -0.82184593  3.82184593  3.82184593
3.0000  8.112227  -0.84447546  -0.84447546  3.84447546  3.84447546
3.0000  8.142711  -0.86688087  -0.86688087  3.86688087  3.86688087
3.0000  8.173195  -0.88905307  -0.88905307  3.88905307  3.88905307
3.0000  8.203679  -0.91098325  -0.91098325  3.91098325  3.91098325
3.0000  8.234163  -0.93266288  -0.93266288  3.93266288  3.93266288
3.0000  8.264647  -0.95408369  -0.95408369  3.95408369  3.95408369
3.0000  8.295131  -0.97523766  -0.97523766  3.97523766  3.97523766
3.0000  8.325615  -0.99611701  -0.99611701  3.99611701  3.99611701
3.0000  8.356099  -1.01671422  -1.01671422  4.01671422  4.01671422
3.0000  8.386583  -1.03702197  -1.03702197  4.03702197  4.03702197
3.0000  8.417067  -1.05703318  -1.05703318  4.05703318  4.05703318
3.0000  8.447551  -1.07674096  -1.07674096  4.07674096  4.07674096
3.0000  8.478035  -1.09613865  -1.09613865  4.09613865  4.09613865
3.0000  8.508519  -1.11521977  -1.11521977  4.11521977  4.11521977
3.0000  8.539003  -1.13397806  -1.13397806  4.13397806  4.13397806
3.0000  8.569487  -1.15240742  -1.15240742  4.15240742  4.15240742
3.0000  8.599971  -1.17050196  -1.17050196  4.17050196  4.17050196
3.0000  8.630455  -1.18825594  -1.18825594  4.18825594  4.18825594
3.0000  8.660939  -1.20566383  -1.20566383  4.20566383  4.20566383
3.0000  8.691423  -1.22272024  -1.22272024  4.22272024  4.22272024
3.0000  8.721907  -1.23941995  -1.23941995  4.23941995  4.23941995
3.0000  8.752391  -1.25575793  -1.25575793  4.25575793  4.25575793
3.0000  8.782875  -1.27172928  -1.27172928  4.27172928  4.27172928
3.0000  8.813359  -1.28732926  -1.28732926  4.28732926  4.28732926
3.0000  8.843843  -1.30255330  -1.30255330  4.30255330  4.30255330
3.0000  8.874327  -1.31739697  -1.31739697  4.31739697  4.31739697
3.0000  8.904811  -1.33185597  -1.33185597  4.33185597  4.33185597
3.0000  8.935295  -1.34592617  -1.34592617  4.34592617  4.34592617
3.0000  8.965779  -1.35960358  -1.35960358  4.35960358  4.35960358
3.0000  8.996263  -1.37288435  -1.37288435  4.37288435  4.37288435
3.0000  9.026747  -1.38576474  -1.38576474  4.38576474  4.38576474
3.0000  9.057231  -1.39824120  -1.39824120  4.39824120  4.39824120
3.0000  9.087715  -1.41031026  -1.41031026  4.41031026  4.41031026
3.0000  9.118199  -1.42196861  -1.42196861  4.42196861  4.42196861
3.0000  9.148683  -1.43321309  -1.43321309  4.43321309  4.43321309
3.0000  9.179167  -1.44404063  -1.44404063  4.44404063  4.44404063
3.0000  9.209652  -1.45444832  -1.45444832  4.45444832  4.45444832
3.0000  9.240136  -1.46443335  -1.46443335  4.46443335  4.46443335
3.0000  9.270620  -1.47399307  -1.47399307  4.47399307  4.47399307
3.0000  9.301104  -1.48312494  -1.48312494  4.48312494  4.48312494
3.0000  9.331588  -1.49182652  -1.49182652  4.49182652  4.49182652
3.0000  9.362072  -1.50009553  -1.50009553  4.50009553  4.50009553
3.0000  9.392556  -1.50792980  -1.50792980  4.50792980  4.50792980
3.0000  9.423040  -1.51532727  -1.51532727  4.51532727  4.51532727
3.0000  9.453524  -1.52228602  -1.52228602  4.52228602  4.52228602
3.0000  9.484008  -1.52880424  -1.52880424  4.52880424  4.52880424
3.0000  9.514492  -1.53488023  -1.53488023  4.53488023  4.53488023
3.0000  9.544976  -1.54051242  -1.54051242  4.54051242  4.54051242
3.0000  9.575460  -1.54569936  -1.54569936  4.54569936  4.54569936
3.0000  9.605944  -1.55043972  -1.55043972  4.55043972  4.55043972
3.0000  9.636428  -1.55473228  -1.55473228  4.55473228  4.55473228
3.0000  9.666912  -1.55857594  -1.55857594  4.55857594  4.55857594
3.0000  9.697396  -1.56196972  -1.56196972  4.56196972  4.56196972
3.0000  9.727880  -1.56491274  -1.56491274  4.56491274  4.56491274
3.0000  9.758364  -1.56740426  -1.56740426  4.56740426  4.56740426
3.0000  9.788848  -1.56944364  -1.56944364  4.56944364  4.56944364
3.0000  9.819332  -1.57103036  -1.57103036  4.57103036  4.57103036
3.0000  9.849816  -1.57216402  -1.57216402  4.57216402  4.57216402
3.0000  9.880300  -1.57284433  -1.57284433  4.57284433  4.57284433
3.0000  9.910784  -1.57307112  -1.57307112  4.57307112  4.57307112
4.0000  0.000000  -1.28704621  -1.28704621  5.28704621  5.28704621
4.0000  0.035200  -1.28676351  -1.28676351  5.28676351  5.28676351
4.0000  0.070400  -1.28591553  -1.28591553  5.28591553  5.28591553
4.0000  0.105600  -1.28450262  -1.28450262  5.28450262  5.28450262
4.0000  0.140800  -1.28252537  -1.28252537  5.28252537  5.28252537
4.0000  0.176000  -1.27998459  -1.27998459  5.27998459  5.27998459
4.0000  0.211200  -1.27688133  -1.27688133  5.27688133  5.27688133
4.0000  0.246399  -1.27321687  -1.27321687  5.27321687  5.27321687
4.0000  0.281599  -1.26899275  -1.26899275  5.26899275  5.26899275
4.0000  0.316799  -1.26421071  -1.26421071  5.26421071  5.26421071
4.0000  0.351999  -1.25887273  -1.25887273  5.25887273  5.25887273
4.0000  0.387199  -1.25298104  -1.25298104  5.25298104  5.25298104
4.0000  0.422399  -1.24653810  -1.24653810  5.24653810  5.24653810
4.0000  0.457599  -1.23954659  -1.23954659  5.23954659  5.23954659
4.0000  0.492799  -1.23200943  -1.23200943  5.23200943  5.23200943
4.0000  0.527999  -1.22392978  -1.22392978  5.22392978  5.22392978
4.0000  0.563199  -1.21531104  -1.21531104  5.21531104  5.21531104
4.0000  0.598399  -1.20615682  -1.20615682  5.20615682  5.20615682
4.0000  0.633599  -1.19647100  -1.19647100  5.19647100  5.19647100
4.0000  0.668798  -1.18625767  -1.18625767  5.18625767  5.18625767
4.0000  0.703998  -1.17552116  -1.17552116  5.17552116  5.17552116
4.0000  0.739198  -1.16426604  -1.16426604  5.16426604  5.16426604
4.0000  0.774398  -1.15249711  -1.15249711  5.15249711  5.15249711
4.0000  0.809598  -1.14021941  -1.14021941  5.14021941  5.14021941
4.0000  0.844798  -1.12743822  -1.12743822  5.12743822  5.12743822
4.0000  0.879998  -1.11415906  -1.11415906  5.11415906  5.11415906
4.0000  0.915198  -1.10038768  -1.10038768  5.10038768  5.10038768
4.0000  0.950398  -1.08613006  -1.08613006  5.08613006  5.08613006
4.0000  0.985598  -1.07139244  -1.07139244  5.07139244  5.07139244
4.0000  1.020798  -1.05618129  -1.05618129  5.05618129  5.05618129
4.0000  1.055998  -1.04050331  -1.04050331  5.04050331  5.04050331
4.0000  1.091197  -1.02436547  -1.02436547  5.02436547  5.02436547
4.0000  1.126397  -1.00777495  -1.00777495  5.00777495  5.00777495
4.0000  1.161597  -0.99073919  -0.99073919  4.99073919  4.99073919
4.0000  1.196797  -0.97326587  -0.97326587  4.97326587  4.97326587
4.0000  1.231997  -0.95536293  -0.95536293  4.95536293  4.95536293
4.0000  1.267197  -0.93703854  -0.93703854  4.93703854  4.93703854
4.0000  1.302397  -0.91830112  -0.91830112  4.91830112  4.91830112
4.0000  1.337597  -0.89915935  -0.89915935  4.89915935  4.89915935
4.0000  1.372797  -0.87962215  -0.87962215  4.87962215  4.87962215
4.0000  1.407997  -0.85969872  -0.85969872  4.85969872  4.85969872
4.0000  1.443197  -0.83939848  -0.83939848  4.83939848  4.83939848
4.0000  1.478397  -0.81873113  -0.81873113  4.81873113  4.81873113
4.0000  1.513596  -0.79770663  -0.79770663  4.79770663  4.79770663
4.0000  1.548796  -0.77633520  -0.77633520  4.77633520  4.77633520
4.0000  1.583996  -0.75462733  -0.75462733  4.75462733  4.75462733
4.0000  1.619196  -0.73259376  -0.73259376  4.73259376  4.73259376
4.0000  1.654396  -0.71024553  -0.71024553  4.71024553  4.71024553
4.0000  1.689596  -0.68759394  -0.68759394  4.68759394  4.68759394
4.0000  1.724796  -0.66465058  -0.66465058  4.66465058  4.66465058
4.0000  1.759996  -0.64142729  -0.64142729  4.64142729  4.64142729
4.0000  1.795196  -0.61793624  -0.61793624  4.61793624  4.61793624
4.0000  1.830396  -0.59418986  -0.59418986  4.59418986  4.59418986
4.0000  1.865596  -0.57020088  -0.57020088  4.57020088  4.57020088
4.0000  1.900796  -0.54598235  -0.54598235  4.54598235  4.54598235
4.0000  1.935995  -0.52154760  -0.52154760  4.52154760  4.52154760
4.0000  1.971195  -0.49691028  -0.49691028  4.49691028  4.49691028
4.0000  2.006395  -0.47208435  -0.47208435  4.47208435  4.47208435
4.0000  2.041595  -0.44708408  -0.44708408  4.44708408  4.44708408
4.0000  2.076795  -0.42192409  -0.42192409  4.42192409  4.42192409
4.0000  2.111995  -0.39661932  -0.39661932  4.39661932  4.39661932
4.0000  2.147195  -0.37118503  -0.37118503  4.37118503  4.37118503
4.0000  2.182395  -0.34563684  -0.34563684  4.34563684  4.34563684
4.0000  2.217595  -0.31999072  -0.31999072  4.31999072  4.31999072
4.0000  2.252795  -0.29426299  -0.29426299  4.29426299  4.29426299
4.0000  2.287995  -0.26847031  -0.26847031  4.26847031  4.26847031
4.0000  2.323195  -0.24262975  -0.24262975  4.24262975  4.24262975
4.0000  2.358394  -0.21675870  -0.21675870  4.21675870  4.21675870
4.0000  2.393594  -0.19087497  -0.19087497  4.19087497  4.19087497
4.0000  2.428794  -0.16499674  -0.16499674  4.16499674  4.16499674
4.0000  2.463994  -0.13914255  -0.13914255  4.13914255  4.13914255
4.0000  2.499194  -0.11333136  -0.11333136  4.11333136  4.11333136
4.0000  2.534394  -0.08758252  -0.08758252  4.08758252  4.08758252
4.0000  2.569594  -0.06191576  -0.06191576  4.06191576  4.06191576
4.0000  2.604794  -0.03635122  -0.03635122  4.03635122  4.03635122
4.0000  2.639994  -0.01090943  -0.01090943  4.01090943  4.01090943
4.0000  2.675194  0.01438870  0.01438870  3.98561130  3.98561130
4.0000  2.710394  0.03952185  0.03952185  3.96047815  3.96047815
4.0000  2.745594  0.06446832  0.06446832  3.93553168  3.93553168
4.0000  2.780793  0.08920605  0.08920605  3.91079395  3.91079395
4.0000  2.815993  0.11371261  0.11371261  3.88628739  3.88628739
4.0000  2.851193  0.13796521  0.13796521  3.86203479  3.86203479
4.0000  2.886393  0.16194077  0.16194077  3.83805923  3.83805923
4.0000  2.921593  0.18561585  0.18561585  3.81438415  3.81438415
4.0000  2.956793  0.20896677  0.20896677  3.79103323  3.79103323
4.0000  2.991993  0.23196959  0.23196959  3.76803041  3.76803041
4.0000  3.027193  0.25460017  0.25460017  3.74539983  3.74539983
4.0000  3.062393  0.27683420  0.27683420  3.72316580  3.72316580
4.0000  3.097593  0.29864725  0.29864725  3.70135275  3.70135275
4.0000  3.132793  0.32001484  0.32001484  3.67998516  3.67998516
4.0000  3.167993  0.34091249  0.34091249  3.65908751  3.65908751
4.0000  3.203193  0.36131580  0.36131580  3.63868420  3.63868420
4.0000  3.238392  0.38120053  0.38120053  3.61879947  3.61879947
4.0000  3.273592  0.40054270  0.40054270  3.59945730  3.59945730
4.0000  3.308792  0.41931863  0.41931863  3.58068137  3.58068137
4.0000  3.343992  0.43750512  0.43750512  3.56249488  3.56249488
4.0000  3.379192  0.45507951  0.45507951  3.54492049  3.54492049
4.0000  3.414392  0.47201983  0.47201983  3.52798017  3.52798017
4.0000  3.449592  0.48830487  0.48830487  3.51169513  3.51169513
4.0000  3.484792  0.50391437  0.50391437  3.49608563  3.49608563
4.0000  3.519992  0.51882914  0.51882914  3.48117086  3.48117086
4.0000  3.555192  0.53303116  0.53303116  3.46696884  3.46696884
4.0000  3.590392  0.54650376  0.54650376  3.45349624  3.45349624
4.0000  3.625592  0.55923173  0.55923173  3.44076827  3.44076827
4.0000  3.660791  0.57120147  0.57120147  3.42879853  3.42879853
4.0000  3.695991  0.58240113  0.58240113  3.41759887  3.41759887
4.0000  3.731191  0.59282067  0.59282067  3.40717933  3.40717933
4.0000  3.766391  0.60245208  0.60245208  3.39754792  3.39754792
4.0000  3.801591  0.61128936  0.61128936  3.38871064  3.38871064
4.0000  3.836791  0.61932870  0.61932870  3.38067130  3.38067130
4.0000  3.871991  0.62656850  0.62656850  3.37343150  3.37343150
4.0000  3.907191  0.63300946  0.63300946  3.36699054  3.36699054
4.0000  3.942391  0.63865456  0.63865456  3.36134544  3.36134544
4.0000  3.977591  0.64350911  0.64350911  3.35649089  3.35649089
4.0000  4.012791  0.64758076  0.64758076  3.35241924  3.35241924
4.0000  4.047991  0.65087940  0.65087940  3.34912060  3.34912060
4.0000  4.083190  0.65341720  0.65341720  3.34658280  3.34658280
4.0000  4.118390  0.65520847  0.65520847  3.34479153  3.34479153
4.0000  4.153590  0.65626958  0.65626958  3.34373042  3.34373042
4.0000  4.188790  0.65661889  0.65661889  3.34338111  3.34338111
4.0000  4.206390  0.65653287  0.65653287  3.34346713  3.34346713
4.0000  4.223990  0.65627661  0.65627661  3.34372339  3.34372339
4.0000  4.241590  0.65585290  0.65585290  3.34414710  3.34414710
4.0000  4.259190  0.65526462  0.65526462  3.34473538  3.34473538
4.0000  4.276790  0.65451478  0.65451478  3.34548522  3.34548522
4.0000  4.294390  0.65360642  0.65360642  3.34639358  3.34639358
4.0000  4.311990  0.65254271  0.65254271  3.34745729  3.34745729
4.0000  4.329590  0.65132687  0.65132687  3.34867313  3.34867313
4.0000  4.347190  0.64996222  0.64996222  3.35003778  3.35003778
4.0000  4.364790  0.64845211  0.64845211  3.35154789  3.35154789
4.0000  4.382390  0.64680000  0.64680000  3.35320000  3.35320000
4.0000  4.399990  0.64500936  0.64500936  3.35499064  3.35499064
4.0000  4.417590  0.64308376  0.64308376  3.35691624  3.35691624
4.0000  4.435190  0.64102677  0.64102677  3.35897323  3.35897323
4.0000  4.452790  0.63884204  0.63884204  3.36115796  3.36115796
4.0000  4.470390  0.63653324  0.63653324  3.36346676  3.36346676
4.0000  4.487990  0.63410407  0.63410407  3.36589593  3.36589593
4.0000  4.505589  0.63155828  0.63155828  3.36844172  3.36844172
4.0000  4.523189  0.62889963  0.62889963  3.37110037  3.37110037
4.0000  4.540789  0.62613188  0.62613188  3.37386812  3.37386812
4.0000  4.558389  0.62325884  0.62325884  3.37674116  3.37674116
4.0000  4.575989  0.62028430  0.62028430  3.37971570  3.37971570
4.0000  4.593589  0.61721209  0.61721209  3.38278791  3.38278791
4.0000  4.611189  0.61404600  0.61404600  3.38595400  3.38595400
4.0000  4.628789  0.61078986  0.61078986  3.38921014  3.38921014
4.0000  4.646389  0.60744746  0.60744746  3.39255254  3.39255254
4.0000  4.663989  0.60402261  0.60402261  3.39597739  3.39597739
4.0000  4.681589  0.60051910  0.60051910  3.39948090  3.39948090
4.0000  4.699189  0.59694068  0.59694068  3.40305932  3.40305932
4.0000  4.716789  0.59329113  0.59329113  3.40670887  3.40670887
4.0000  4.734389  0.58957417  0.58957417  3.41042583  3.41042583
4.0000  4.751989  0.58579351  0.58579351  3.41420649  3.41420649
4.0000  4.769589  0.58195282  0.58195282  3.41804718  3.41804718
4.0000  4.787189  0.57805578  0.57805578  3.42194422  3.42194422
4.0000  4.804789  0.57410600  0.57410600  3.42589400  3.42589400
4.0000  4.822389  0.57010706  0.57010706  3.42989294  3.42989294
4.0000  4.839989  0.56606254  0.56606254  3.43393746  3.43393746
4.0000  4.857589  0.56197595  0.56197595  3.43802405  3.43802405
4.0000  4.875189  0.55785076  0.55785076  3.44214924  3.44214924
4.0000  4.892789  0.55369042  0.55369042  3.44630958  3.44630958
4.0000  4.910389  0.54949834  0.54949834  3.45050166  3.45050166
4.0000  4.927988  0.54527787  0.54527787  3.45472213  3.45472213
4.0000  4.945588  0.54103232  0.54103232  3.45896768  3.45896768
4.0000  4.963188  0.53676496  0.53676496  3.46323504  3.46323504
4.0000  4.980788  0.53247902  0.53247902  3.46752098  3.46752098
4.0000  4.998388  0.52817768  0.52817768  3.47182232  3.47182232
4.0000  5.015988  0.52386407  0.52386407  3.47613593  3.47613593
4.0000  5.033588  0.51954126  0.51954126  3.48045874  3.48045874
4.0000  5.051188  0.51521230  0.51521230  3.48478770  3.48478770
4.0000  5.068788  0.51088016  0.51088016  3.48911984  3.48911984
4.0000  5.086388  0.50654778  0.50654778  3.49345222  3.49345222
4.0000  5.103988  0.50221806  0.50221806  3.49778194  3.49778194
4.0000  5.121588  0.49789382  0.49789382  3.50210618  3.50210618
4.0000  5.139188  0.49357785  0.49357785  3.50642215  3.50642215
4.0000  5.156788  0.48927289  0.48927289  3.51072711  3.51072711
4.0000  5.174388  0.48498161  0.48498161  3.51501839  3.51501839
4.0000  5.191988  0.48070666  0.48070666  3.51929334  3.51929334
4.0000  5.209588  0.47645063  0.47645063  3.52354937  3.52354937
4.0000  5.227188  0.47221603  0.47221603  3.52778397  3.52778397
4.0000  5.244788  0.46800536  0.46800536  3.53199464  3.53199464
4.0000  5.262388  0.46382104  0.46382104  3.53617896  3.53617896
4.0000  5.279988  0.45966547  0.45966547  3.54033453  3.54033453
4.0000  5.297588  0.45554097  0.45554097  3.54445903  3.54445903
4.0000  5.315188  0.45144983  0.45144983  3.54855017  3.54855017
4.0000  5.332788  0.44739429  0.44739429  3.55260571  3.55260571
