# U  arc  E1  E2  E3  E4
1.0000  0.950398  -2.27840349  -2.27840349  3.27840349  3.27840349
1.0000  0.985598  -2.26202439  -2.26202439  3.26202439  3.26202439
1.0000  1.020798  -2.24509950  -2.24509950  3.24509950  3.24509950
1.0000  1.055998  -2.22763407  -2.22763407  3.22763407  3.22763407
1.0000  1.091197  -2.20963350  -2.20963350  3.20963350  3.20963350
1.0000  1.126397  -2.19110337  -2.19110337  3.19110337  3.19110337
1.0000  1.161597  -2.17204942  -2.17204942  3.17204942  3.17204942
1.0000  1.196797  -2.15247755  -2.15247755  3.15247755  3.15247755
1.0000  1.231997  -2.13239382  -2.13239382  3.13239382  3.13239382
1.0000  1.267197  -2.11180447  -2.11180447  3.11180447  3.11180447
1.0000  1.302397  -2.09071585  -2.09071585  3.09071585  3.09071585
1.0000  1.337597  -2.06913451  -2.06913451  3.06913451  3.06913451
1.0000  1.372797  -2.04706713  -2.04706713  3.04706713  3.04706713
1.0000  1.407997  -2.02452054  -2.02452054  3.02452054  3.02452054
1.0000  1.443197  -2.00150173  -2.00150173  3.00150173  3.00150173
1.0000  1.478397  -1.97801783  -1.97801783  2.97801783  2.97801783
1.0000  1.513596  -1.95407612  -1.95407612  2.95407612  2.95407612
1.0000  1.548796  -1.92968400  -1.92968400  2.92968400  2.92968400
1.0000  1.583996  -1.90484904  -1.90484904  2.90484904  2.90484904
1.0000  1.619196  -1.87957893  -1.87957893  2.87957893  2.87957893
1.0000  1.654396  -1.85388149  -1.85388149  2.85388149  2.85388149
1.0000  1.689596  -1.82776468  -1.82776468  2.82776468  2.82776468
1.0000  1.724796  -1.80123660  -1.80123660  2.80123660  2.80123660
1.0000  1.759996  -1.77430546  -1.77430546  2.77430546  2.77430546
1.0000  1.795196  -1.74697960  -1.74697960  2.74697960  2.74697960
1.0000  1.830396  -1.71926749  -1.71926749  2.71926749  2.71926749
1.0000  1.865596  -1.69117772  -1.69117772  2.69117772  2.69117772
1.0000  1.900796  -1.66271897  -1.66271897  2.66271897  2.66271897
1.0000  1.935995  -1.63390007  -1.63390007  2.63390007  2.63390007
1.0000  1.971195  -1.60472995  -1.60472995  2.60472995  2.60472995
1.0000  2.006395  -1.57521763  -1.57521763  2.57521763  2.57521763
1.0000  2.041595  -1.54537226  -1.54537226  2.54537226  2.54537226
1.0000  2.076795  -1.51520310  -1.51520310  2.51520310  2.51520310
1.0000  2.111995  -1.48471947  -1.48471947  2.48471947  2.48471947
1.0000  2.147195  -1.45393082  -1.45393082  2.45393082  2.45393082
1.0000  2.182395  -1.42284669  -1.42284669  2.42284669  2.42284669
1.0000  2.217595  -1.39147671  -1.39147671  2.39147671  2.39147671
1.0000  2.252795  -1.35983060  -1.35983060  2.35983060  2.35983060
1.0000  2.287995  -1.32791815  -1.32791815  2.32791815  2.32791815
1.0000  2.323195  -1.29574925  -1.29574925  2.29574925  2.29574925
1.0000  2.358394  -1.26333387  -1.26333387  2.26333387  2.26333387
1.0000  2.393594  -1.23068205  -1.23068205  2.23068205  2.23068205
1.0000  2.428794  -1.19780390  -1.19780390  2.19780390  2.19780390
1.0000  2.463994  -1.16470960  -1.16470960  2.16470960  2.16470960
1.0000  2.499194  -1.13140941  -1.13140941  2.13140941  2.13140941
1.0000  2.534394  -1.09791364  -1.09791364  2.09791364  2.09791364
1.0000  2.569594  -1.06423266  -1.06423266  2.06423266  2.06423266
1.0000  2.604794  -1.03037691  -1.03037691  2.03037691  2.03037691
1.0000  2.639994  -0.99635688  -0.99635688  1.99635688  1.99635688
1.0000  2.675194  -0.96218311  -0.96218311  1.96218311  1.96218311
1.0000  2.710394  -0.92786617  -0.92786617  1.92786617  1.92786617
1.0000  2.745594  -0.89341670  -0.89341670  1.89341670  1.89341670
1.0000  2.780793  -0.85884536  -0.85884536  1.85884536  1.85884536
1.0000  2.815993  -0.82416288  -0.82416288  1.82416288  1.82416288
1.0000  2.851193  -0.78937998  -0.78937998  1.78937998  1.78937998
1.0000  2.886393  -0.75450745  -0.75450745  1.75450745  1.75450745
1.0000  2.921593  -0.71955609  -0.71955609  1.71955609  1.71955609
1.0000  2.956793  -0.68453672  -0.68453672  1.68453672  1.68453672
1.0000  2.991993  -0.64946019  -0.64946019  1.64946019  1.64946019
1.0000  3.027193  -0.61433736  -0.61433736  1.61433736  1.61433736
1.0000  3.062393  -0.57917912  -0.57917912  1.57917912  1.57917912
1.0000  3.097593  -0.54399635  -0.54399635  1.54399635  1.54399635
1.0000  3.132793  -0.50879995  -0.50879995  1.50879995  1.50879995
1.0000  3.167993  -0.47360083  -0.47360083  1.47360083  1.47360083
1.0000  3.203193  -0.43840988  -0.43840988  1.43840988  1.43840988
1.0000  3.238392  -0.40323801  -0.40323801  1.40323801  1.40323801
1.0000  3.273592  -0.36809612  -0.36809612  1.36809612  1.36809612
1.0000  3.308792  -0.33299508  -0.33299508  1.33299508  1.33299508
1.0000  3.343992  -0.29794577  -0.29794577  1.29794577  1.29794577
1.0000  3.379192  -0.26295905  -0.26295905  1.26295905  1.26295905
1.0000  3.414392  -0.22804575  -0.22804575  1.22804575  1.22804575
1.0000  3.449592  -0.19321669  -0.19321669  1.19321669  1.19321669
1.0000  3.484792  -0.15848266  -0.15848266  1.15848266  1.15848266
1.0000  3.519992  -0.12385441  -0.12385441  1.12385441  1.12385441
1.0000  3.555192  -0.08934267  -0.08934267  1.08934267  1.08934267
1.0000  3.590392  -0.05495813  -0.05495813  1.05495813  1.05495813
1.0000  3.625592  -0.02071145  -0.02071145  1.02071145  1.02071145
1.0000  3.660791  0.01338678  0.01338678  0.98661322  0.98661322
1.0000  3.695991  0.04732598  0.04732598  0.95267402  0.95267402
1.0000  3.731191  0.08109565  0.08109565  0.91890435  0.91890435
1.0000  3.766391  0.11468532  0.11468532  0.88531468  0.88531468
1.0000  3.801591  0.14808460  0.14808460  0.85191540  0.85191540
1.0000  3.836791  0.18128313  0.18128313  0.81871687  0.81871687
1.0000  3.871991  0.21427063  0.21427063  0.78572937  0.78572937
1.0000  3.907191  0.24703689  0.24703689  0.75296311  0.75296311
1.0000  3.942391  0.27957175  0.27957175  0.72042825  0.72042825
1.0000  3.977591  0.31186514  0.31186514  0.68813486  0.68813486
1.0000  4.012791  0.34390705  0.34390705  0.65609295  0.65609295
1.0000  4.047991  0.37568756  0.37568756  0.62431244  0.62431244
1.0000  4.083190  0.40719683  0.40719683  0.59280317  0.59280317
1.0000  4.118390  0.43842509  0.43842509  0.56157491  0.56157491
1.0000  4.153590  0.46936268  0.46936268  0.53063732  0.53063732
1.0000  4.188790  0.50000000  0.50000000  0.50000000  0.50000000
1.0000  4.206390  0.48479691  0.48479691  0.51520309  0.51520309
1.0000  4.223990  0.46967244  0.46967244  0.53032756  0.53032756
1.0000  4.241590  0.45462775  0.45462775  0.54537225  0.54537225
1.0000  4.259190  0.43966402  0.43966402  0.56033598  0.56033598
1.0000  4.276790  0.42478240  0.42478240  0.57521760  0.57521760
1.0000  4.294390  0.40998404  0.40998404  0.59001596  0.59001596
1.0000  4.311990  0.39527009  0.39527009  0.60472991  0.60472991
1.0000  4.329590  0.38064169  0.38064169  0.61935831  0.61935831
1.0000  4.347190  0.36609997  0.36609997  0.63390003  0.63390003
1.0000  4.364790  0.35164607  0.35164607  0.64835393  0.64835393
1.0000  4.382390  0.33728109  0.33728109  0.66271891  0.66271891
1.0000  4.399990  0.32300614  0.32300614  0.67699386  0.67699386
1.0000  4.417590  0.30882235  0.30882235  0.69117765  0.69117765
1.0000  4.435190  0.29473080  0.29473080  0.70526920  0.70526920
1.0000  4.452790  0.28073258  0.28073258  0.71926742  0.71926742
1.0000  4.470390  0.26682878  0.26682878  0.73317122  0.73317122
1.0000  4.487990  0.25302048  0.25302048  0.74697952  0.74697952
1.0000  4.505589  0.23930874  0.23930874  0.76069126  0.76069126
1.0000  4.523189  0.22569463  0.22569463  0.77430537  0.77430537
1.0000  4.540789  0.21217920  0.21217920  0.78782080  0.78782080
1.0000  4.558389  0.19876350  0.19876350  0.80123650  0.80123650
1.0000  4.575989  0.18544856  0.18544856  0.81455144  0.81455144
1.0000  4.593589  0.17223542  0.17223542  0.82776458  0.82776458
1.0000  4.611189  0.15912511  0.15912511  0.84087489  0.84087489
1.0000  4.628789  0.14611863  0.14611863  0.85388137  0.85388137
1.0000  4.646389  0.13321699  0.13321699  0.86678301  0.86678301
1.0000  4.663989  0.12042119  0.12042119  0.87957881  0.87957881
1.0000  4.681589  0.10773223  0.10773223  0.89226777  0.89226777
1.0000  4.699189  0.09515109  0.09515109  0.90484891  0.90484891
1.0000  4.716789  0.08267873  0.08267873  0.91732127  0.91732127
1.0000  4.734389  0.07031613  0.07031613  0.92968387  0.92968387
1.0000  4.751989  0.05806424  0.05806424  0.94193576  0.94193576
1.0000  4.769589  0.04592402  0.04592402  0.95407598  0.95407598
1.0000  4.787189  0.03389640  0.03389640  0.96610360  0.96610360
1.0000  4.804789  0.02198231  0.02198231  0.97801769  0.97801769
1.0000  4.822389  0.01018268  0.01018268  0.98981732  0.98981732
1.0000  4.839989  -0.00150158  -0.00150158  1.00150158  1.00150158
1.0000  4.857589  -0.01306957  -0.01306957  1.01306957  1.01306957
1.0000  4.875189  -0.02452039  -0.02452039  1.02452039  1.02452039
1.0000  4.892789  -0.03585314  -0.03585314  1.03585314  1.03585314
1.0000  4.910389  -0.04706697  -0.04706697  1.04706697  1.04706697
1.0000  4.927988  -0.05816099  -0.05816099  1.05816099  1.05816099
1.0000  4.945588  -0.06913434  -0.06913434  1.06913434  1.06913434
1.0000  4.963188  -0.07998619  -0.07998619  1.07998619  1.07998619
1.0000  4.980788  -0.09071568  -0.09071568  1.09071568  1.09071568
1.0000  4.998388  -0.10132199  -0.10132199  1.10132199  1.10132199
1.0000  5.015988  -0.11180429  -0.11180429  1.11180429  1.11180429
1.0000  5.033588  -0.12216178  -0.12216178  1.12216178  1.12216178
1.0000  5.051188  -0.13239365  -0.13239365  1.13239365  1.13239365
1.0000  5.068788  -0.14249911  -0.14249911  1.14249911  1.14249911
1.0000  5.086388  -0.15247737  -0.15247737  1.15247737  1.15247737
1.0000  5.103988  -0.16232767  -0.16232767  1.16232767  1.16232767
1.0000  5.121588  -0.17204924  -0.17204924  1.17204924  1.17204924
1.0000  5.139188  -0.18164132  -0.18164132  1.18164132  1.18164132
1.0000  5.156788  -0.19110319  -0.19110319  1.19110319  1.19110319
1.0000  5.174388  -0.20043409  -0.20043409  1.20043409  1.20043409
1.0000  5.191988  -0.20963331  -0.20963331  1.20963331  1.20963331
1.0000  5.209588  -0.21870015  -0.21870015  1.21870015  1.21870015
1.0000  5.227188  -0.22763388  -0.22763388  1.22763388  1.22763388
1.0000  5.244788  -0.23643383  -0.23643383  1.23643383  1.23643383
1.0000  5.262388  -0.24509932  -0.24509932  1.24509932  1.24509932
1.0000  5.279988  -0.25362966  -0.25362966  1.25362966  1.25362966
1.0000  5.297588  -0.26202421  -0.26202421  1.26202421  1.26202421
1.0000  5.315188  -0.27028230  -0.27028230  1.27028230  1.27028230
1.0000  5.332788  -0.27840331  -0.27840331  1.27840331  1.27840331
1.0000  5.350387  -0.28638659  -0.28638659  1.28638659  1.28638659
1.0000  5.367987  -0.29423155  -0.29423155  1.29423155  1.29423155
1.0000  5.385587  -0.30193755  -0.30193755  1.30193755  1.30193755
1.0000  5.403187  -0.30950402  -0.30950402  1.30950402  1.30950402
1.0000  5.420787  -0.31693036  -0.31693036  1.31693036  1.31693036
1.0000  5.438387  -0.32421600  -0.32421600  1.32421600  1.32421600
1.0000  5.455987  -0.33136038  -0.33136038  1.33136038  1.33136038
1.0000  5.473587  -0.33836293  -0.33836293  1.33836293  1.33836293
1.0000  5.491187  -0.34522313  -0.34522313  1.34522313  1.34522313
1.0000  5.508787  -0.35194043  -0.35194043  1.35194043  1.35194043
1.0000  5.526387  -0.35851432  -0.35851432  1.35851432  1.35851432
1.0000  5.543987  -0.36494429  -0.36494429  1.36494429  1.36494429
1.0000  5.561587  -0.37122984  -0.37122984  1.37122984  1.37122984
1.0000  5.579187  -0.37737048  -0.37737048  1.37737048  1.37737048
1.0000  5.596787  -0.38336574  -0.38336574  1.38336574  1.38336574
1.0000  5.614387  -0.38921515  -0.38921515  1.38921515  1.38921515
1.0000  5.631987  -0.39491827  -0.39491827  1.39491827  1.39491827
1.0000  5.649587  -0.40047464  -0.40047464  1.40047464  1.40047464
1.0000  5.667187  -0.40588384  -0.40588384  1.40588384  1.40588384
1.0000  5.684787  -0.41114546  -0.41114546  1.41114546  1.41114546
1.0000  5.702387  -0.41625907  -0.41625907  1.41625907  1.41625907
1.0000  5.719987  -0.42122430  -0.42122430  1.42122430  1.42122430
1.0000  5.737587  -0.42604074  -0.42604074  1.42604074  1.42604074
1.0000  5.755187  -0.43070803  -0.43070803  1.43070803  1.43070803
1.0000  5.772787  -0.43522582  -0.43522582  1.43522582  1.43522582
1.0000  5.790386  -0.43959374  -0.43959374  1.43959374  1.43959374
1.0000  5.807986  -0.44381145  -0.44381145  1.44381145  1.44381145
1.0000  5.825586  -0.44787865  -0.44787865  1.44787865  1.44787865
1.0000  5.843186  -0.45179500  -0.45179500  1.45179500  1.45179500
1.0000  5.860786  -0.45556020  -0.45556020  1.45556020  1.45556020
1.0000  5.878386  -0.45917397  -0.45917397  1.45917397  1.45917397
1.0000  5.895986  -0.46263602  -0.46263602  1.46263602  1.46263602
1.0000  5.913586  -0.46594609  -0.46594609  1.46594609  1.46594609
1.0000  5.931186  -0.46910391  -0.46910391  1.46910391  1.46910391
1.0000  5.948786  -0.47210925  -0.47210925  1.47210925  1.47210925
1.0000  5.966386  -0.47496188  -0.47496188  1.47496188  1.47496188
1.0000  5.983986  -0.47766156  -0.47766156  1.47766156  1.47766156
1.0000  6.001586  -0.48020809  -0.48020809  1.48020809  1.48020809
1.0000  6.019186  -0.48260128  -0.48260128  1.48260128  1.48260128
1.0000  6.036786  -0.48484094  -0.48484094  1.48484094  1.48484094
1.0000  6.054386  -0.48692689  -0.48692689  1.48692689  1.48692689
1.0000  6.071986  -0.48885898  -0.48885898  1.48885898  1.48885898
1.0000  6.089586  -0.49063705  -0.49063705  1.49063705  1.49063705
1.0000  6.107186  -0.49226097  -0.49226097  1.49226097  1.49226097
1.0000  6.124786  -0.49373061  -0.49373061  1.49373061  1.49373061
1.0000  6.142386  -0.49504586  -0.49504586  1.49504586  1.49504586
1.0000  6.159986  -0.49620662  -0.49620662  1.49620662  1.49620662
1.0000  6.177586  -0.49721278  -0.49721278  1.49721278  1.49721278
1.0000  6.195186  -0.49806429  -0.49806429  1.49806429  1.49806429
1.0000  6.212785  -0.49876107  -0.49876107  1.49876107  1.49876107
1.0000  6.230385  -0.49930306  -0.49930306  1.49930306  1.49930306
1.0000  6.247985  -0.49969024  -0.49969024  1.49969024  1.49969024
1.0000  6.265585  -0.49992255  -0.49992255  1.49992255  1.49992255
1.0000  6.283185  -0.50000000  -0.50000000  1.50000000  1.50000000
1.0000  6.313669  -0.50069669  -0.50069669  1.50069669  1.50069669
1.0000  6.344153  -0.50278334  -0.50278334  1.50278334  1.50278334
1.0000  6.374637  -0.50624986  -0.50624986  1.50624986  1.50624986
1.0000  6.405121  -0.51107964  -0.51107964  1.51107964  1.51107964
1.0000  6.435605  -0.51724995  -0.51724995  1.51724995  1.51724995
1.0000  6.466089  -0.52473229  -0.52473229  1.52473229  1.52473229
1.0000  6.496573  -0.53349304  -0.53349304  1.53349304  1.53349304
1.0000  6.527057  -0.54349396  -0.54349396  1.54349396  1.54349396
1.0000  6.557542  -0.55469291  -0.55469291  1.55469291  1.55469291
1.0000  6.588026  -0.56704451  -0.56704451  1.56704451  1.56704451
1.0000  6.618510  -0.58050078  -0.58050078  1.58050078  1.58050078
1.0000  6.648994  -0.59501179  -0.59501179  1.59501179  1.59501179
1.0000  6.679478  -0.61052629  -0.61052629  1.61052629  1.61052629
1.0000  6.709962  -0.62699226  -0.62699226  1.62699226  1.62699226
1.0000  6.740446  -0.64435741  -0.64435741  1.64435741  1.64435741
1.0000  6.770930  -0.66256963  -0.66256963  1.66256963  1.66256963
1.0000  6.801414  -0.68157737  -0.68157737  1.68157737  1.68157737
1.0000  6.831898  -0.70132993  -0.70132993  1.70132993  1.70132993
1.0000  6.862382  -0.72177776  -0.72177776  1.72177776  1.72177776
1.0000  6.892866  -0.74287267  -0.74287267  1.74287267  1.74287267
1.0000  6.923350  -0.76456795  -0.76456795  1.76456795  1.76456795
1.0000  6.953834  -0.78681849  -0.78681849  1.78681849  1.78681849
1.0000  6.984318  -0.80958089  -0.80958089  1.80958089  1.80958089
1.0000  7.014802  -0.83281348  -0.83281348  1.83281348  1.83281348
1.0000  7.045286  -0.85647632  -0.85647632  1.85647632  1.85647632
1.0000  7.075770  -0.88053123  -0.88053123  1.88053123  1.88053123
1.0000  7.106254  -0.90494174  -0.90494174  1.90494174  1.90494174
1.0000  7.136738  -0.92967307  -0.92967307  1.92967307  1.92967307
1.0000  7.167222  -0.95469206  -0.95469206  1.95469206  1.95469206
1.0000  7.197706  -0.97996713  -0.97996713  1.97996713  1.97996713
1.0000  7.228190  -1.00546821  -1.00546821  2.00546821  2.00546821
1.0000  7.258674  -1.03116669  -1.03116669  2.03116669  2.03116669
1.0000  7.289158  -1.05703533  -1.05703533  2.05703533  2.05703533
1.0000  7.319642  -1.08304820  -1.08304820  2.08304820  2.08304820
1.0000  7.350126  -1.10918062  -1.10918062  2.10918062  2.10918062
1.0000  7.380610  -1.13540909  -1.13540909  2.13540909  2.13540909
1.0000  7.411094  -1.16171121  -1.16171121  2.16171121  2.16171121
1.0000  7.441578  -1.18806563  -1.18806563  2.18806563  2.18806563
1.0000  7.472062  -1.21445201  -1.21445201  2.21445201  2.21445201
1.0000  7.502546  -1.24085092  -1.24085092  2.24085092  2.24085092
1.0000  7.533030  -1.26724381  -1.26724381  2.26724381  2.26724381
1.0000  7.563514  -1.29361295  -1.29361295  2.29361295  2.29361295
1.0000  7.593998  -1.31994141  -1.31994141  2.31994141  2.31994141
1.0000  7.624482  -1.34621297  -1.34621297  2.34621297  2.34621297
1.0000  7.654966  -1.37241210  -1.37241210  2.37241210  2.37241210
1.0000  7.685450  -1.39852391  -1.39852391  2.39852391  2.39852391
1.0000  7.715934  -1.42453414  -1.42453414  2.42453414  2.42453414
1.0000  7.746418  -1.45042907  -1.45042907  2.45042907  2.45042907
1.0000  7.776902  -1.47619555  -1.47619555  2.47619555  2.47619555
1.0000  7.807386  -1.50182093  -1.50182093  2.50182093  2.50182093
1.0000  7.837870  -1.52729304  -1.52729304  2.52729304  2.52729304
1.0000  7.868354  -1.55260016  -1.55260016  2.55260016  2.55260016
1.0000  7.898839  -1.57773100  -1.57773100  2.57773100  2.57773100
1.0000  7.929323  -1.60267468  -1.60267468  2.60267468  2.60267468
1.0000  7.959807  -1.62742071  -1.62742071  2.62742071  2.62742071
1.0000  7.990291  -1.65195895  -1.65195895  2.65195895  2.65195895
1.0000  8.020775  -1.67627962  -1.67627962  2.67627962  2.67627962
1.0000  8.051259  -1.70037327  -1.70037327  2.70037327  2.70037327
1.0000  8.081743  -1.72423074  -1.72423074  2.72423074  2.72423074
1.0000  8.112227  -1.74784320  -1.74784320  2.74784320  2.74784320
1.0000  8.142711  -1.77120209  -1.77120209  2.77120209  2.77120209
1.0000  8.173195  -1.79429912  -1.79429912  2.79429912  2.79429912
1.0000  8.203679  -1.81712626  -1.81712626  2.81712626  2.81712626
1.0000  8.234163  -1.83967574  -1.83967574  2.83967574  2.83967574
1.0000  8.264647  -1.86194001  -1.86194001  2.86194001  2.86194001
1.0000  8.295131  -1.88391177  -1.88391177  2.88391177  2.88391177
1.0000  8.325615  -1.90558392  -1.90558392  2.90558392  2.90558392
1.0000  8.356099  -1.92694960  -1.92694960  2.92694960  2.92694960
1.0000  8.386583  -1.94800212  -1.94800212  2.94800212  2.94800212
1.0000  8.417067  -1.96873501  -1.96873501  2.96873501  2.96873501
1.0000  8.447551  -1.98914199  -1.98914199  2.98914199  2.98914199
1.0000  8.478035  -2.00921696  -2.00921696  3.00921696  3.00921696
1.0000  8.508519  -2.02895400  -2.02895400  3.02895400  3.02895400
1.0000  8.539003  -2.04834736  -2.04834736  3.04834736  3.04834736
1.0000  8.569487  -2.06739148  -2.06739148  3.06739148  3.06739148
1.0000  8.599971  -2.08608093  -2.08608093  3.08608093  3.08608093
1.0000  8.630455  -2.10441047  -2.10441047  3.10441047  3.10441047
1.0000  8.660939  -2.12237500  -2.12237500  3.12237500  3.12237500
1.0000  8.691423  -2.13996958  -2.13996958  3.13996958  3.13996958
1.0000  8.721907  -2.15718941  -2.15718941  3.15718941  3.15718941
1.0000  8.752391  -2.17402985  -2.17402985  3.17402985  3.17402985
1.0000  8.782875  -2.19048640  -2.19048640  3.19048640  3.19048640
1.0000  8.813359  -2.20655469  -2.20655469  3.20655469  3.20655469
1.0000  8.843843  -2.22223050  -2.22223050  3.22223050  3.22223050
1.0000  8.874327  -2.23750973  -2.23750973  3.23750973  3.23750973
1.0000  8.904811  -2.25238844  -2.25238844  3.25238844  3.25238844
1.0000  8.935295  -2.26686278  -2.26686278  3.26686278  3.26686278
1.0000  8.965779  -2.28092908  -2.28092908  3.28092908  3.28092908
1.0000  8.996263  -2.29458375  -2.29458375  3.29458375  3.29458375
1.0000  9.026747  -2.30782336  -2.30782336  3.30782336  3.30782336
1.0000  9.057231  -2.32064459  -2.32064459  3.32064459  3.32064459
1.0000  9.087715  -2.33304424  -2.33304424  3.33304424  3.33304424
1.0000  9.118199  -2.34501924  -2.34501924  3.34501924  3.34501924
1.0000  9.148683  -2.35656663  -2.35656663  3.35656663  3.35656663
1.0000  9.179167  -2.36768358  -2.36768358  3.36768358  3.36768358
1.0000  9.209652  -2.37836737  -2.37836737  3.37836737  3.37836737
1.0000  9.240136  -2.38861541  -2.38861541  3.38861541  3.38861541
1.0000  9.270620  -2.39842521  -2.39842521  3.39842521  3.39842521
1.0000  9.301104  -2.40779440  -2.40779440  3.40779440  3.40779440
1.0000  9.331588  -2.41672073  -2.41672073  3.41672073  3.41672073
1.0000  9.362072  -2.42520206  -2.42520206  3.42520206  3.42520206
1.0000  9.392556  -2.43323636  -2.43323636  3.43323636  3.43323636
1.0000  9.423040  -2.44082173  -2.44082173  3.44082173  3.44082173
1.0000  9.453524  -2.44795636  -2.44795636  3.44795636  3.44795636
1.0000  9.484008  -2.45463855  -2.45463855  3.45463855  3.45463855
1.0000  9.514492  -2.46086674  -2.46086674  3.46086674  3.46086674
1.0000  9.544976  -2.46663945  -2.46663945  3.46663945  3.46663945
1.0000  9.575460  -2.47195533  -2.47195533  3.47195533  3.47195533
1.0000  9.605944  -2.47681313  -2.47681313  3.47681313  3.47681313
1.0000  9.636428  -2.48121170  -2.48121170  3.48121170  3.48121170
1.0000  9.666912  -2.48515002  -2.48515002  3.48515002  3.48515002
1.0000  9.697396  -2.48862718  -2.48862718  3.48862718  3.48862718
1.0000  9.727880  -2.49164235  -2.49164235  3.49164235  3.49164235
1.0000  9.758364  -2.49419484  -2.49419484  3.49419484  3.49419484
1.0000  9.788848  -2.49628405  -2.49628405  3.49628405  3.49628405
1.0000  9.819332  -2.49790949  -2.49790949  3.49790949  3.49790949
1.0000  9.849816  -2.49907080  -2.49907080  3.49907080  3.49907080
1.0000  9.880300  -2.49976769  -2.49976769  3.49976769  3.49976769
1.0000  9.910784  -2.50000000  -2.50000000  3.50000000  3.50000000
2.2000  0.000000  -1.90000000  -1.90000000  4.10000000  4.10000000
2.2000  0.035200  -1.89969025  -1.89969025  4.09969025  4.09969025
2.2000  0.070400  -1.89876109  -1.89876109  4.09876109  4.09876109
2.2000  0.105600  -1.89721282  -1.89721282  4.09721282  4.09721282
2.2000  0.140800  -1.89504591  -1.89504591  4.09504591  4.09504591
2.2000  0.176000  -1.89226103  -1.89226103  4.09226103  4.09226103
2.2000  0.211200  -1.88885905  -1.88885905  4.08885905  4.08885905
2.2000  0.246399  -1.88484102  -1.88484102  4.08484102  4.08484102
2.2000  0.281599  -1.88020818  -1.88020818  4.08020818  4.08020818
2.2000  0.316799  -1.87496197  -1.87496197  4.07496197  4.07496197
2.2000  0.351999  -1.86910402  -1.86910402  4.06910402  4.06910402
2.2000  0.387199  -1.86263614  -1.86263614  4.06263614  4.06263614
2.2000  0.422399  -1.85556032  -1.85556032  4.05556032  4.05556032
2.2000  0.457599  -1.84787878  -1.84787878  4.04787878  4.04787878
2.2000  0.492799  -1.83959387  -1.83959387  4.03959387  4.03959387
2.2000  0.527999  -1.83070818  -1.83070818  4.03070818  4.03070818
2.2000  0.563199  -1.82122444  -1.82122444  4.02122444  4.02122444
2.2000  0.598399  -1.81114561  -1.81114561  4.01114561  4.01114561
2.2000  0.633599  -1.80047480  -1.80047480  4.00047480  4.00047480
2.2000  0.668798  -1.78921532  -1.78921532  3.98921532  3.98921532
2.2000  0.703998  -1.77737065  -1.77737065  3.97737065  3.97737065
2.2000  0.739198  -1.76494446  -1.76494446  3.96494446  3.96494446
2.2000  0.774398  -1.75194060  -1.75194060  3.95194060  3.95194060
2.2000  0.809598  -1.73836311  -1.73836311  3.93836311  3.93836311
2.2000  0.844798  -1.72421618  -1.72421618  3.92421618  3.92421618
2.2000  0.879998  -1.70950420  -1.70950420  3.90950420  3.90950420
2.2000  0.915198  -1.69423173  -1.69423173  3.89423173  3.89423173
2.2000  0.950398  -1.67840349  -1.67840349  3.87840349  3.87840349
2.2000  0.985598  -1.66202439  -1.66202439  3.86202439  3.86202439
2.2000  1.020798  -1.64509950  -1.64509950  3.84509950  3.84509950
2.2000  1.055998  -1.62763407  -1.62763407  3.82763407  3.82763407
2.2000  1.091197  -1.60963350  -1.60963350  3.80963350  3.80963350
2.2000  1.126397  -1.59110337  -1.59110337  3.79110337  3.79110337
2.2000  1.161597  -1.57204942  -1.57204942  3.77204942  3.77204942
2.2000  1.196797  -1.55247755  -1.55247755  3.75247755  3.75247755
2.2000  1.231997  -1.53239382  -1.53239382  3.73239382  3.73239382
2.2000  1.267197  -1.51180447  -1.51180447  3.71180447  3.71180447
2.2000  1.302397  -1.49071585  -1.49071585  3.69071585  3.69071585
2.2000  1.337597  -1.46913451  -1.46913451  3.66913451  3.66913451
2.2000  1.372797  -1.44706713  -1.44706713  3.64706713  3.64706713
2.2000  1.407997  -1.42452054  -1.42452054  3.62452054  3.62452054
2.2000  1.443197  -1.40150173  -1.40150173  3.60150173  3.60150173
2.2000  1.478397  -1.37801783  -1.37801783  3.57801783  3.57801783
2.2000  1.513596  -1.35407612  -1.35407612  3.55407612  3.55407612
2.2000  1.548796  -1.32968400  -1.32968400  3.52968400  3.52968400
2.2000  1.583996  -1.30484904  -1.30484904  3.50484904  3.50484904
2.2000  1.619196  -1.27957893  -1.27957893  3.47957893  3.47957893
2.2000  1.654396  -1.25388149  -1.25388149  3.45388149  3.45388149
2.2000  1.689596  -1.22776468  -1.22776468  3.42776468  3.42776468
2.2000  1.724796  -1.20123660  -1.20123660  3.40123660  3.40123660
2.2000  1.759996  -1.17430546  -1.17430546  3.37430546  3.37430546
2.2000  1.795196  -1.14697960  -1.14697960  3.34697960  3.34697960
2.2000  1.830396  -1.11926749  -1.11926749  3.31926749  3.31926749
2.2000  1.865596  -1.09117772  -1.09117772  3.29117772  3.29117772
2.2000  1.900796  -1.06271897  -1.06271897  3.26271897  3.26271897
2.2000  1.935995  -1.03390007  -1.03390007  3.23390007  3.23390007
2.2000  1.971195  -1.00472995  -1.00472995  3.20472995  3.20472995
2.2000  2.006395  -0.97521763  -0.97521763  3.17521763  3.17521763
2.2000  2.041595  -0.94537226  -0.94537226  3.14537226  3.14537226
2.2000  2.076795  -0.91520310  -0.91520310  3.11520310  3.11520310
